جنسیت,سهمیه,شهر,رتبه کشوری,رتبه در سهمیه,نوع بذیرش,دانشگاه,رشته
زن,2,پاکدشت,73651,18120, روزانه, دانشگاه تهران  ,مهندسی تولید و ژنتیک گیاهی 
زن,2,اردبیل,55196,18120,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد شبستر ,دکتری عمومی دامپزشکی 
زن,2,سمنان,43066,18132, پردیس فاطمه الزهرا  سمنان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,ساوه,43066,18132,  روزانه, دانشکده علوم پزشکی ساوه  ,هوشبری 
مرد,2,اهواز,43066,18132,تهران  - غیر انتفاعی, دانشگاه غیرانتفاعی علم وفرهنگ ,زیست فناوری 
زن,2,بابل,43066,18132, تهران  -  روزانه, دانشگاه شهید بهشتی ,مدیریت صنعتی 
زن,2,عنبرآباد,55233,18134,  روزانه, دانشگاه علوم پزشکی جیرفت  ,هوشبری 
مرد,2,شیروان,55233,18134, پردیس امام محمدباقر بجنورد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,مشهد,73768,18144, مشهد - غیر انتفاعی, موسسه غیرانتفاعی بهار,روانشناسی 
زن,2,تهران,73821,18158,تهران  - غیر انتفاعی, دانشگاه غیرانتفاعی علم وفرهنگ ,مدیریت صنعتی 
زن,2,عنبرآباد,55318,18167,  روزانه, دانشکده علوم پزشکی سیرجان  ,هوشبری 
زن,2,ازنا,55318,18167,  روزانه, دانشگاه اصفهان  ,زیست شناسی سلولی و مولکولی 
مرد,2,قم,55356,18180, روزانه, دانشگاه تهران  ,مدیریت دولتی 
مرد,2,بابل,43179,18181, پردیس دکتر شریعتی ساری  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,تربت حیدریه,43179,18181,  روزانه, دانشگاه فردوسی مشهد  ,شیمی کاربردی 
زن,2,سمنان,73924,18184, روزانه, دانشگاه سمنان ,علوم آزمایشگاهی دامپزشکی 
مرد,2,زابل,55393,18193,  روزانه, دانشگاه علوم پزشکی زابل  ,پرستاری 
زن,2,هشتگرد,55393,18193, پردیس امیر کبیر کرج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,اصفهان,43215,18197, روزانه, دانشگاه اصفهان ,شیمی محض 
زن,2,شیراز,73973,18197, روزانه, دانشگاه شیراز ,گردشگری 
زن,2,تبریز,74031,18208, تبریز - غیر انتفاعی, موسسه غیرانتفاعی ربع رشید ,میکروبیولوژی 
مرد,2,کرج,43249,18211,  پیام نور, دانشگاه پیام نور مرکز کرج  ,روانشناسی 
زن,2,اسلام‌شهر,43249,18211,  روزانه, دانشگاه علوم پزشکی بیرجند ,تکنولوژی اتاق عمل 
زن,2,شهرکرد,43249,18211,  روزانه, دانشگاه علوم پزشکی ایران  ,فوریت های پزشکی پیش بیمارستانی 
زن,2,دزفول,43249,18211, اهواز  - مناطق محروم, دانشگاه علوم پزشکی جندی شاپور,پرستاری 
زن,2,سیرجان,43249,18211,  روزانه, دانشکده علوم پزشکی سیرجان  ,علوم آزمایشگاهی 
زن,2,بجنورد,74087,18218, روزانه, دانشگاه بجنورد ,حسابداری 
زن,2,لردگان,55475,18226, پردیس شهید باهنر شهرکرد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,رودان,55475,18226, پردیس فاطمه الزهرا  اصفهان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش کار و فناوری 
مرد,2,بابل,43285,18227, بابلسر -  روزانه, دانشگاه مازندران ,حسابداری 
زن,2,سبزوار,74146,18234, سبزوار  - نوبت دوم (شبانه), دانشگاه حکیم سبزواری ,زیست شناسی سلولی و مولکولی 
زن,2,بیرجند,43321,18246, پردیس امام سجاد بیرجند  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,نطنز,43321,18246,  روزانه, دانشگاه خوارزمی ,مدیریت امور بانکی 
زن,2,قروه,55560,18256,  روزانه, دانشگاه علوم پزشکی شهید بهشتی  ,علوم و مهندسی صنایع غذایی 
مرد,2,ارومیه,43353,18260, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,کهنوج,55596,18269,  روزانه, دانشکده علوم پزشکی سیرجان  ,علوم آزمایشگاهی 
مرد,2,ساری,43384,18274, تهران  -  روزانه, دانشگاه علوم پزشکی بقیه الله ,هوشبری 
زن,2,بیرجند,43384,18274,  روزانه, دانشگاه علوم پزشکی بیرجند ,مامایی 
زن,2,عشق آباد,55631,18283,  روزانه, دانشگاه علوم پزشکی شاهرود  ,بهداشت عمومی 
زن,2,مرند,43420,18292,  روزانه, دانشگاه علوم پزشکی تبریز ,علوم و مهندسی صنایع غذایی 
مرد,2,اردبیل,43420,18292, پردیس علامه طباطبائی اردبیل  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,بهار,55669,18297, پردیس شهید مقصودی همدان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,چابهار,55669,18297, مناطق محروم, دانشگاه زابل  ,دکتری عمومی دامپزشکی 
مرد,2,خواف,55669,18297, پردیس شهید باهنر بیرجند  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,نورآباد,55716,18312, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی زاهدان  ,علوم آزمایشگاهی 
زن,2,بانه,55716,18312,  روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,مددکاری اجتماعی 
مرد,2,چناران,55716,18312, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
مرد,2,آمل,43484,18317,  روزانه, دانشگاه علوم پزشکی بابل  ,بهداشت عمومی 
زن,2,دزفول,43484,18317,  روزانه, دانشکده علوم پزشکی آبادان  ,علوم آزمایشگاهی 
زن,2,کرج,43484,18317, پردیس امیر کبیر کرج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,کاشمر,55767,18329, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,بروجن,43521,18329,  روزانه, دانشگاه علوم پزشکی شهرکرد  ,هوشبری 
مرد,2,بروجن,43521,18329, مناطق محروم, دانشگاه علوم پزشکی شهرکرد  ,فوریت های پزشکی پیش بیمارستانی 
زن,2,شاهرود,43557,18341,  روزانه, دانشگاه علوم پزشکی شاهرود  ,پرستاری 
مرد,2,سقز,55813,18346, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,فوریت های پزشکی پیش بیمارستانی 
مرد,2,برازجان,55813,18346, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
مرد,2,پیرانشهر,55813,18346,  روزانه, دانشگاه ارومیه ,حسابداری 
زن,2,شاهرود,43601,18358,تهران  - غیر انتفاعی, دانشگاه غیرانتفاعی علم وفرهنگ ,میکروبیولوژی 
مرد,2,تربت جام,55850,18359, مشهد  - غیر انتفاعی, موسسه غیرانتفاعی علوم پزشکی وارستگان ,علوم تغذیه 
زن,2,مرودشت,55850,18359,  روزانه, دانشگاه شیراز  ,مدیریت بازرگانی 
زن,2,بجستان,55889,18373,  روزانه, دانشگاه علوم پزشکی سبزوار  ,بهداشت عمومی 
زن,2,آمل,43684,18384,  روزانه, دانشگاه تهران  ,مهندسی گیاه پزشکی 
زن,2,تبریز,74817,18384, تبریز  -  روزانه, دانشگاه شهید مدنی آذربایجان ,شیمی محض 
مرد,2,مینودشت,55936,18392, پردیس آیت اله خامنه ای گرگان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,سنقر,55936,18392,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,فناوری اطلاعات سلامت 
مرد,2,فردیس,55936,18392, پردیس حکیم ابوالقاسم فردوسی کرج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,گنبد,55936,18392, پردیس آیت اله خامنه ای گرگان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,بم,43787,18420, روزانه, دانشگاه علوم پزشکی بم ,پرستاری 
مرد,2,سبزوار,43787,18420, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,نجف آباد,43787,18420,  روزانه, دانشگاه اصفهان  ,حسابداری 
مرد,2,شبستر,56018,18421,  روزانه, دانشگاه ارومیه ,اقتصاد 
مرد,2,میناب,56018,18421, پردیس شهید باهنر اصفهان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش کار و فناوری 
زن,2,خمین,43828,18434, روزانه, دانشکده علوم پزشکی خمین  ,هوشبری 
زن,2,آزادشهر,56061,18437,گرگان  -  روزانه, دانشگاه گلستان ,روانشناسی 
مرد,2,سمنان,56061,18437, روزانه, دانشگاه علوم پزشکی سمنان  ,پرستاری 
زن,2,بابلسر,75048,18438, بابلسر - روزانه, دانشگاه مازندران ,شیمی محض 
زن,2,اسلام‌شهر,43866,18446,  روزانه, دانشگاه تخصصی فناوری های نوین آمل  ,زیست شناسی سلولی و مولکولی 
زن,2,ملایر,43866,18446, روزانه, دانشگاه ملایر ,زیست فناوری 
مرد,2,کوهدشت,56104,18455, خرم آباد  - مناطق محروم, دانشگاه علوم پزشکی لرستان ,فوریت های پزشکی پیش بیمارستانی 
زن,2,مشهد,43903,18462, نوبت دوم (شبانه), دانشگاه فردوسی مشهد ,روانشناسی 
مرد,2,قم,56142,18471,  روزانه, دانشگاه علوم پزشکی شاهرود  ,بهداشت عمومی 
زن,2,شهربابک,56142,18471,  روزانه, دانشگاه علوم پزشکی رفسنجان  ,تکنولوژی اتاق عمل 
زن,2,ایرانشهر,56142,18471,  روزانه, دانشگاه علوم پزشکی ایرانشهر  ,پرستاری 
زن,2,تهران,56142,18471, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,علوم و مهندسی صنایع غذایی 
زن,2,تهران,75213,18473, تهران - غیر انتفاعی, موسسه غیرانتفاعی آل طه (ویژه خواهران) ,زیست فناوری 
زن,2,میبد,43970,18490,  روزانه, دانشگاه اصفهان  ,زیست شناسی جانوری 
مرد,2,خدابنده,56227,18507,  روزانه, دانشگاه علوم پزشکی زنجان  ,بهداشت عمومی 
زن,2,سرایان,56227,18507, پردیس امام سجاد بیرجند  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,همدان,44014,18508, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تربت حیدریه  ,پرستاری 
مرد,2,قزوین,44014,18508, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,تبریز,75461,18512,  پیام نور, دانشگاه پیام نور واحد تبریز ,اقتصاد 
زن,2,اصفهان,75461,18512, روزانه, دانشگاه علوم پزشکی اصفهان  ,کتابداری و اطلاع رسانی پزشکی 
زن,2,قم,44052,18522, پردیس حضرت معصومه قم  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,تهران,75522,18523, نوبت دوم (شبانه), دانشگاه سمنان  ,زیست شناسی جانوری 
زن,2,یزد,44089,18537,  روزانه, دانشگاه علوم پزشکی یزد ,بهداشت عمومی 
زن,2,تبریز,75634,18542, نوبت دوم (شبانه), دانشگاه تبریز ,زیست شناسی جانوری 
زن,2,ورامین,56322,18543, پردیس زینبیه پیشوا -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,زابل,56369,18563, مناطق محروم, دانشگاه زابل  ,دکتری عمومی دامپزشکی 
زن,2,رومشکان,56369,18563,  روزانه, دانشکده علوم پزشکی بهبهان  ,بهداشت عمومی 
زن,2,اراک,44196,18580, روزانه, دانشگاه علوم پزشکی اراک ,بهداشت عمومی 
زن,2,هشتگرد,56419,18585, پردیس امیر کبیر کرج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,تهران,56419,18585, روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,مددکاری اجتماعی 
زن,2,تبریز,75899,18597, نوبت دوم (شبانه), دانشگاه تبریز  ,زیست شناسی جانوری 
زن,2,سمنان,75899,18597, روزانه, دانشگاه سمنان ,کاردانی دامپزشکی 
زن,2,بروجرد,44236,18598,  روزانه, دانشگاه علوم پزشکی همدان  ,مهندسی بهداشت حرفه ای و ایمنی کار 
مرد,2,اردبیل,44236,18598, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی ایرانشهر  ,پرستاری 
زن,2,تهران,56473,18606,تهران  - روزانه, دانشگاه الزهرا (ویژه خواهران) ,شیمی محض 
زن,2,زنجان,56473,18606, روزانه, دانشگاه علوم پزشکی زنجان  ,مهندسی بهداشت محیط 
زن,2,همدان,56473,18606, همدان  - روزانه, دانشگاه بوعلی سینا ,شیمی کاربردی 
زن,2,شوش دانیال,56473,18606, پردیس فاطمه الزهرا  اهواز  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,یزد,44276,18615,  روزانه, دانشگاه تهران  ,گردشگری 
مرد,2,مشکین شهر,56522,18621, روزانه, دانشگاه علوم پزشکی اردبیل  ,کاردانی فوریت های پزشکی پیش بیمارستانی 
مرد,2,همدان,44312,18630,  روزانه, دانشگاه علوم پزشکی بم ,تکنولوژی اتاق عمل 
زن,2,نور,44312,18630,  روزانه, دانشگاه علوم پزشکی بابل  ,بهداشت عمومی 
مرد,2,جیرفت,56570,18640,  روزانه, دانشگاه شهید باهنر کرمان  ,شیمی کاربردی 
زن,2,مرودشت,56570,18640,  روزانه, دانشگاه علوم پزشکی فسا  ,بهداشت عمومی 
مرد,2,نورآباد,56570,18640,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,فوریت های پزشکی پیش بیمارستانی 
زن,2,سراب,56570,18640, روزانه, دانشکده علوم پزشکی سراب  ,بهداشت عمومی 
زن,2,بم,56570,18640, روزانه, دانشگاه علوم پزشکی بم ,تکنولوژی اتاق عمل 
زن,2,بیرجند,44349,18645, روزانه, دانشگاه علوم پزشکی بیرجند ,مهندسی بهداشت حرفه ای و ایمنی کار 
مرد,2,خواف,56618,18661, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,بیرجند,44406,18666,  روزانه, دانشگاه علوم پزشکی زابل  ,علوم آزمایشگاهی 
مرد,2,گلپایگان,44406,18666, مناطق محروم, دانشگاه علوم پزشکی اصفهان  ,هوشبری 
زن,2,بم,56665,18674,  روزانه, دانشگاه شهید باهنر کرمان  ,روانشناسی 
زن,2,اردبیل,44446,18683,  روزانه, دانشگاه علوم پزشکی اردبیل  ,فوریت های پزشکی پیش بیمارستانی 
زن,2,کیار,44446,18683,  روزانه, دانشگاه علوم پزشکی اصفهان  ,بهداشت عمومی 
زن,2,اردبیل,44446,18683,  روزانه, دانشگاه علوم پزشکی اردبیل  ,مامایی 
زن,2,کرج,44446,18683,تهران  - غیر انتفاعی, دانشگاه غیرانتفاعی علم وفرهنگ ,میکروبیولوژی 
مرد,2,شاهرود,44485,18698, روزانه, دانشگاه علوم پزشکی شاهرود  ,پرستاری 
زن,2,رفسنجان,56766,18709,  روزانه, دانشگاه علوم پزشکی بم ,تکنولوژی اتاق عمل 
زن,2,سنندج,44521,18715, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,بهداشت عمومی 
زن,2,باغستان,44521,18715, تهران  -  روزانه, دانشگاه شهید بهشتی ,زیست شناسی جانوری 
زن,2,همدان,44521,18715, پردیس شهید باهنر همدان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,مرودشت,56811,18727,  روزانه, دانشگاه علوم پزشکی شیراز  ,بهداشت عمومی 
مرد,2,میاندوآب,56811,18727,  روزانه, دانشکده علوم پزشکی مراغه  ,فوریت های پزشکی پیش بیمارستانی 
زن,2,بانه,56811,18727,  روزانه, دانشگاه علوم پزشکی بوشهر  ,بهداشت عمومی 
مرد,2,اشنویه,56811,18727,  روزانه, دانشگاه علوم پزشکی زنجان  ,فوریت های پزشکی پیش بیمارستانی 
زن,2,بابل,44556,18730, تهران  -  روزانه, دانشگاه شهید بهشتی ,مدیریت صنعتی 
زن,2,بهشهر,44556,18730,  روزانه, دانشگاه تخصصی فناوری های نوین آمل  ,زیست شناسی سلولی و مولکولی 
مرد,2,بیرجند,44594,18746, پردیس شهید باهنر بیرجند  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,بابل,44594,18746, بابلسر -  روزانه, دانشگاه مازندران ,شیمی کاربردی 
زن,2,کرمان,44594,18746, روزانه, دانشگاه علوم پزشکی کرمان ,بهداشت عمومی 
مرد,2,دزفول,44594,18746,  روزانه, دانشکده علوم پزشکی بهبهان  ,تکنولوژی اتاق عمل 
مرد,2,ساری,44594,18746, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی بندر عباس  ,پرستاری 
مرد,2,سبزوار,44594,18746,  روزانه, دانشگاه علوم پزشکی بیرجند ,علوم آزمایشگاهی 
زن,2,خواف,56894,18758,  روزانه, دانشگاه علوم پزشکی تربت حیدریه  ,فناوری اطلاعات سلامت 
زن,2,مرند,44674,18775, پردیس فاطمه الزهرا تبریز  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,اردبیل,44674,18775,  روزانه, دانشگاه علوم پزشکی اردبیل  ,هوشبری 
مرد,2,شهریار,44674,18775, پردیس خودگردان یا ظرفیت مازاد, دانشکده علوم پزشکی اسفراین  ,پرستاری 
مرد,2,سمنان,44674,18775, نوبت دوم (شبانه), دانشگاه سمنان  ,دکتری عمومی دامپزشکی 
مرد,2,شیراز,76741,18776, بابلسر -  روزانه, دانشگاه مازندران ,شیمی محض 
زن,2,بشرویه,56985,18789,  روزانه, دانشگاه علوم پزشکی کاشان  ,فناوری اطلاعات سلامت 
زن,2,خوی,56985,18789,  روزانه, دانشکده علوم پزشکی خوی  ,مهندسی بهداشت محیط 
زن,2,مهریز,56985,18789,  روزانه, دانشگاه علوم پزشکی رفسنجان  ,بهداشت عمومی 
مرد,2,تهران,76811,18790,  روزانه, دانشگاه تهران  ,مهندسی علوم دامی 
زن,2,اهواز,44765,18812, پردیس فاطمه الزهرا  اهواز  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,حاجی آباد,57082,18822,  روزانه, دانشگاه علوم پزشکی بندر عباس  ,فوریت های پزشکی پیش بیمارستانی 
مرد,2,ورامین,57082,18822, پردیس شهید چمران   -  فرهنگیان, دانشگاه فرهنگیان ,آموزش زیست شناسی 
زن,2,میبد,44806,18829,  روزانه, دانشگاه علوم پزشکی یزد ,مهندسی بهداشت حرفه ای و ایمنی کار 
مرد,2,همدان,44806,18829,  روزانه, دانشگاه علوم پزشکی همدان  ,بهداشت عمومی 
زن,2,تبریز,77025,18840, نوبت دوم (شبانه), دانشگاه تبریز  ,بهداشت مواد غذایی 
زن,2,تربت حیدریه,57165,18847, مشهد  - غیر انتفاعی, موسسه غیرانتفاعی علوم پزشکی وارستگان ,علوم آزمایشگاهی 
زن,2,ایلام,57165,18847,  روزانه, دانشگاه صنعتی اصفهان  ,مهندسی گیاه پزشکی 
زن,2,آمل,44849,18849, پردیس خودگردان یا ظرفیت مازاد, دانشکده علوم پزشکی نیشابور  ,هوشبری 
زن,2,بندرعباس,44849,18849, روزانه, دانشگاه علوم پزشکی بندر عباس  ,هوشبری 
زن,2,خرم آباد,44849,18849, خرم آباد  - روزانه, دانشگاه علوم پزشکی لرستان ,فناوری اطلاعات سلامت 
مرد,2,رشت,44849,18849, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,فوریت های پزشکی پیش بیمارستانی 
زن,2,تهران,77093,18855,  روزانه, دانشگاه سمنان  ,شیمی کاربردی 
زن,2,یزد,44890,18866,  روزانه, دانشگاه علوم پزشکی یزد ,بهداشت عمومی 
زن,2,رفسنجان,44890,18866, روزانه, دانشگاه علوم پزشکی رفسنجان ,مامایی 
زن,2,لردگان,57253,18880, خرم آباد -  روزانه, دانشگاه لرستان ,حسابداری 
مرد,2,چناران,57253,18880, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,باخرز,57253,18880, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,خرم آباد,57253,18880, خرم آباد - روزانه, دانشگاه لرستان ,حسابداری 
زن,2,چالوس,44930,18881, پردیس فاطمه الزهرا ساری  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,ساوه,44930,18881,  روزانه, دانشکده علوم پزشکی خمین  ,علوم آزمایشگاهی 
زن,2,شهر قدس,57302,18899, پردیس زینبیه پیشوا -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,رباط کریم,57302,18899, پردیس زینبیه پیشوا -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,تهران,57302,18899,تهران  - نوبت دوم (شبانه), دانشگاه الزهرا (ویژه خواهران) ,زیست فناوری 
مرد,2,تربت حیدریه,44977,18901,  روزانه, دانشگاه علوم پزشکی بیرجند ,علوم آزمایشگاهی 
زن,2,ساوه,44977,18901,  روزانه, دانشکده علوم پزشکی ساوه  ,مهندسی بهداشت حرفه ای و ایمنی کار 
مرد,2,لاهیجان,44977,18901, پردیس امام علی رشت  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,اصفهان,44977,18901,  روزانه, دانشگاه اصفهان  ,حسابداری 
زن,2,کبودرآهنگ,57350,18917, همدان -  روزانه, آموزشکده فنی و حرفه ای دختران زینب کبری ,حسابداری 
زن,2,فسا,57350,18917,  روزانه, دانشگاه علوم پزشکی بم ,بهداشت عمومی 
زن,2,فریدونشهر,57350,18917,  روزانه, دانشگاه علوم پزشکی قم  ,بهداشت عمومی 
زن,2,اردبیل,45019,18918, روزانه, دانشگاه علوم پزشکی اردبیل  ,هوشبری 
مرد,2,بابل,45019,18918, تهران  -  فرهنگیان, دانشگاه تربیت دبیر شهید رجایی ,مهندسی صنایع مبلمان 
زن,2,دزفول,45056,18934, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی دزفول  ,علوم آزمایشگاهی 
زن,2,سبزوار,45056,18934, سبزوار  -  روزانه, دانشگاه حکیم سبزواری ,زیست شناسی سلولی و مولکولی 
مرد,2,لردگان,57398,18938, پردیس بحرالعلوم شهرکرد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,سبزوار,45092,18951, پردیس خودگردان یا ظرفیت مازاد, دانشکده علوم پزشکی شوشتر  ,پرستاری 
زن,2,قم,45092,18951,  روزانه, دانشگاه علوم پزشکی جیرفت  ,مامایی 
زن,2,قلعه گنج,57448,18959, پردیس شهید باهنر کرمان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,تهران,77564,18961,گرگان  - نوبت دوم (شبانه), دانشگاه گلستان ,مدیریت بازرگانی 
زن,2,رشت,45129,18966, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,بهداشت عمومی 
زن,2,شهریار,45129,18966,تهران  - غیر انتفاعی, دانشگاه غیرانتفاعی علم وفرهنگ ,زیست شناسی سلولی و مولکولی 
مرد,2,کرمانشاه,45129,18966, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,2,گلپایگان,45129,18966,  روزانه, دانشگاه اراک  ,زیست شناسی سلولی و مولکولی 
مرد,2,یزد,45129,18966, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی یزد ,پرستاری 
زن,2,اهواز,57488,18974, اهواز  - روزانه, دانشگاه علوم پزشکی جندی شاپور,مهندسی بهداشت حرفه ای و ایمنی کار 
مرد,2,میناب,57488,18974, پردیس شهید بهشتی بندر عباس  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,2,دورود,57488,18974, پردیس علامه طباطبائی خرم آباد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,تهران,77632,18976,  روزانه, دانشگاه علوم پزشکی اراک  ,مامایی 
مرد,2,صومعه سرا,57528,18987, پردیس امام علی رشت  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,آباده,45207,18998,  روزانه, دانشگاه علوم پزشکی شیراز  ,علوم آزمایشگاهی 
زن,2,اقلید,57572,19000,  روزانه, دانشگاه علوم پزشکی یزد ,فناوری اطلاعات سلامت 
زن,2,اصفهان,77801,19011,  روزانه, دانشگاه شهرکرد ,شیمی کاربردی 
زن,2,سبزوار,45242,19011,  روزانه, دانشگاه علوم پزشکی زابل  ,علوم آزمایشگاهی 
زن,2,جاجرم,57620,19015, بجنورد  -  روزانه, دانشگاه علوم پزشکی خراسان شمالی ,بهداشت عمومی 
زن,2,اصفهان,45279,19024, روزانه, دانشگاه اصفهان ,اقتصاد 
زن,2,تهران,77854,19025,  روزانه, دانشگاه ارومیه ,شیمی کاربردی 
مرد,2,هریس,57666,19034, پردیس علامه امینی تبریز  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,2,سیب و سوران,57666,19034,  روزانه, دانشگاه علوم پزشکی ایرانشهر  ,مامایی 
زن,2,یزد,77911,19038, روزانه, دانشگاه یزد ,شیمی محض 
مرد,2,قم,45318,19041,  روزانه, دانشگاه علوم پزشکی قم  ,علوم آزمایشگاهی 
مرد,2,تربت حیدریه,45318,19041, سبزوار  -  روزانه, دانشگاه حکیم سبزواری ,زیست شناسی جانوری 
زن,2,تنکابن,57702,19052,  روزانه, دانشگاه علوم پزشکی بابل  ,بهداشت عمومی 
زن,2,شبستر,57702,19052,  روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,مددکاری اجتماعی 
زن,2,جیرفت,57702,19052, مناطق محروم, دانشگاه علوم پزشکی بم ,پرستاری 
مرد,2,کاشمر,45360,19060, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی زاهدان  ,علوم آزمایشگاهی 
زن,2,کرمان,45360,19060, روزانه, دانشگاه علوم پزشکی کرمان ,بهداشت عمومی 
مرد,2,همدان,45360,19060,  روزانه, دانشگاه ملایر  ,زیست فناوری 
مرد,2,آبادان,57739,19067, روزانه, دانشکده علوم پزشکی آبادان  ,کاردانی فوریت های پزشکی پیش بیمارستانی 
مرد,2,شهربابک,57739,19067,  روزانه, دانشگاه علوم پزشکی رفسنجان  ,علوم آزمایشگاهی 
زن,2,لنده دوگنبدان,57739,19067,  روزانه, دانشگاه تهران  ,مدیریت بیمه 
زن,2,تبریز,78082,19072,  روزانه, دانشکده علوم پزشکی بهبهان  ,مهندسی بهداشت محیط 
مرد,2,آمل,45402,19076, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پرستاری 
زن,2,ایلام,78129,19080, روزانه, دانشگاه ایلام ,بهداشت مواد غذایی 
زن,2,مرودشت,57779,19082, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی زاهدان  ,علوم آزمایشگاهی 
زن,2,مشهد,78180,19090, مشهد  - غیر انتفاعی, موسسه غیرانتفاعی علوم پزشکی وارستگان ,فناوری اطلاعات سلامت 
زن,2,سنندج,45441,19091, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,تکنولوژی پرتودرمانی 
